id,loan_amnt,funded_amnt,term,grade,purpose,ead,ead_ratio,loan_status,default,pd_probability,lgd_predicted,ecl,ifrs9_stage,ecl_base,ecl_adverse,ecl_optimistic
208191,9600.0,9600.0,36,C,home_improvement,0.0,0.0,Charged Off,1,0.14191928623829506,0.5078689560686683,0.0,Stage 2,0.0,0.0,0.0
313449,10000.0,10000.0,36,G,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.19089497841901357,0.5694306762665289,0.0,Stage 2,0.0,0.0,0.0
272627,11500.0,11500.0,36,G,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.05073783539333472,0.6080505277851874,0.0,Stage 1,0.0,0.0,0.0
362164,16000.0,16000.0,36,B,small_business,0.0,0.0,Fully Paid,0,0.10409000970531415,0.5398303422961089,0.0,Stage 2,0.0,0.0,0.0
196703,10100.0,10100.0,36,F,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.12342061105189359,0.6942795910829119,0.0,Stage 2,0.0,0.0,0.0
356166,3000.0,3000.0,36,E,medical,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.11555957738143288,0.5496258378091017,0.0,Stage 2,0.0,0.0,0.0
240361,4225.0,4225.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.10451487820248095,0.5279953319314963,0.0,Stage 2,0.0,0.0,0.0
259519,12000.0,12000.0,36,B,major_purchase,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.08949130435827268,0.6651371014584188,0.0,Stage 1,0.0,0.0,0.0
351835,6500.0,6500.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13070119120173976,0.5644941632902928,0.0,Stage 2,0.0,0.0,0.0
362152,16000.0,16000.0,36,C,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.09452932478599112,0.4914495566704393,0.0,Stage 1,0.0,0.0,0.0
192299,16000.0,16000.0,36,D,other,0.0,0.0,Fully Paid,0,0.17626512489156504,0.5345976465451218,0.0,Stage 2,0.0,0.0,0.0
348684,5000.0,5000.0,36,A,home_improvement,0.0,0.0,Fully Paid,0,0.08609322604852904,0.4988656835426892,0.0,Stage 1,0.0,0.0,0.0
352303,2900.0,1200.0,36,A,other,0.0,0.0,Fully Paid,0,0.08552242933238723,0.5790474532245912,0.0,Stage 1,0.0,0.0,0.0
358905,15500.0,15500.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13324443684781404,0.4389068661936862,0.0,Stage 2,0.0,0.0,0.0
289144,5500.0,5500.0,36,F,credit_card,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.1353091654875393,0.5360500145393164,0.0,Stage 2,0.0,0.0,0.0
357884,7500.0,7500.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.06931801294927778,0.5270553261970761,0.0,Stage 1,0.0,0.0,0.0
262113,5800.0,5800.0,36,A,major_purchase,0.0,0.0,Fully Paid,0,0.07267051803649631,0.6409247134007852,0.0,Stage 1,0.0,0.0,0.0
349502,1500.0,1500.0,36,B,credit_card,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.07417878145646435,0.5423435060120582,0.0,Stage 1,0.0,0.0,0.0
273165,18000.0,18000.0,36,F,credit_card,0.0,0.0,Charged Off,1,0.1027134312222422,0.5350849531536239,0.0,Stage 2,0.0,0.0,0.0
369213,5000.0,5000.0,36,E,other,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.04100356665966741,0.5732502783486898,0.0,Stage 1,0.0,0.0,0.0
221437,2500.0,2500.0,36,D,major_purchase,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.042792279100823026,0.4949912641115708,0.0,Stage 1,0.0,0.0,0.0
366003,12500.0,9250.0,36,B,small_business,0.0,0.0,Fully Paid,0,0.07994302071680173,0.5540556154125355,0.0,Stage 1,0.0,0.0,0.0
355782,4800.0,4800.0,36,F,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.10073187801125334,0.4738496245160259,0.0,Stage 2,0.0,0.0,0.0
348438,7300.0,7300.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.09816577293886522,0.6355764861194989,0.0,Stage 1,0.0,0.0,0.0
320486,1325.0,1325.0,36,D,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.09925229770216917,0.6488010411728269,0.0,Stage 1,0.0,0.0,0.0
240449,5000.0,5000.0,36,D,small_business,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.05629056195713648,0.512075571270675,0.0,Stage 1,0.0,0.0,0.0
228923,15000.0,15000.0,36,C,debt_consolidation,0.0,0.0,Charged Off,1,0.1441830126842267,0.5188448102755625,0.0,Stage 2,0.0,0.0,0.0
268549,12000.0,12000.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.1646225528124384,0.4910514690157954,0.0,Stage 2,0.0,0.0,0.0
243737,7000.0,7000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.1413340306492107,0.5248197693071687,0.0,Stage 2,0.0,0.0,0.0
364878,11200.0,11200.0,36,B,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.058657708632283395,0.5293089413803709,0.0,Stage 1,0.0,0.0,0.0
361726,5375.0,5375.0,36,B,car,0.0,0.0,Fully Paid,0,0.049420811937406016,0.5215162254781626,0.0,Stage 1,0.0,0.0,0.0
363512,4500.0,4500.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.05987585693212211,0.5201724928617802,0.0,Stage 1,0.0,0.0,0.0
352725,10000.0,5400.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.11831889740582599,0.5022658178817795,0.0,Stage 2,0.0,0.0,0.0
197558,2675.0,2675.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.10283582110552499,0.4754837655072119,0.0,Stage 2,0.0,0.0,0.0
361404,16000.0,16000.0,36,E,debt_consolidation,0.0,0.0,Charged Off,1,0.07932406441096643,0.5235423749210365,0.0,Stage 1,0.0,0.0,0.0
178977,25000.0,25000.0,36,B,small_business,0.0,0.0,Charged Off,1,0.07074569836206974,0.5531143332726695,0.0,Stage 1,0.0,0.0,0.0
264901,5250.0,5250.0,36,F,medical,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.059658139338916526,0.4890937717694517,0.0,Stage 1,0.0,0.0,0.0
350265,1000.0,1000.0,36,B,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.0889655213523506,0.5001601681237197,0.0,Stage 1,0.0,0.0,0.0
320994,5000.0,5000.0,36,C,medical,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.13509883627303665,0.5947250738038048,0.0,Stage 2,0.0,0.0,0.0
280871,5400.0,5400.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.10590463340161846,0.493197340270667,0.0,Stage 2,0.0,0.0,0.0
362277,5000.0,5000.0,36,C,credit_card,0.0,0.0,Charged Off,1,0.151573147734899,0.5539691670914543,0.0,Stage 2,0.0,0.0,0.0
319964,5700.0,5700.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.08373997767869862,0.5227878997044025,0.0,Stage 1,0.0,0.0,0.0
347722,5000.0,5000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.16926167653528532,0.4990367078983148,0.0,Stage 2,0.0,0.0,0.0
282347,5000.0,5000.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.10431509230233807,0.6238917347068892,0.0,Stage 2,0.0,0.0,0.0
243173,8000.0,8000.0,36,D,credit_card,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.2002239165852857,0.61483015394569,0.0,Stage 2,0.0,0.0,0.0
357872,7500.0,7500.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.07237024293799064,0.6040618772297194,0.0,Stage 1,0.0,0.0,0.0
300013,4500.0,4500.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.1461041105976159,0.6458580444133899,0.0,Stage 2,0.0,0.0,0.0
282202,9000.0,9000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.07408846484108499,0.5671126545258635,0.0,Stage 1,0.0,0.0,0.0
320318,4000.0,4000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.1440371588596018,0.5725958679704294,0.0,Stage 2,0.0,0.0,0.0
364075,10000.0,9725.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.19917573674673741,0.4995647366497867,0.0,Stage 2,0.0,0.0,0.0
236243,20000.0,20000.0,36,G,small_business,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.21004252450061994,0.4287659565668311,0.0,Stage 2,0.0,0.0,0.0
368107,1250.0,1250.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.06890353524228451,0.5123887693110505,0.0,Stage 1,0.0,0.0,0.0
349504,3500.0,3500.0,36,F,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.11292149323585858,0.527612515964714,0.0,Stage 2,0.0,0.0,0.0
351685,4800.0,4000.0,36,E,car,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.11374984965508896,0.5985402264918182,0.0,Stage 2,0.0,0.0,0.0
272103,10000.0,10000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.10436994936365146,0.5087321514779992,0.0,Stage 2,0.0,0.0,0.0
194434,1675.0,1675.0,36,B,wedding,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.11717146751379769,0.6022089524651199,0.0,Stage 2,0.0,0.0,0.0
354715,6000.0,5100.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.05969093867144269,0.4625201151655367,0.0,Stage 1,0.0,0.0,0.0
270048,25000.0,25000.0,36,B,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.036608633408856124,0.6175392553565847,0.0,Stage 1,0.0,0.0,0.0
246799,25000.0,25000.0,36,D,small_business,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.10241126544017888,0.6592924496392314,0.0,Stage 2,0.0,0.0,0.0
282054,1200.0,1200.0,36,A,debt_consolidation,0.0,0.0,Fully Paid,0,0.06414350442225689,0.5679570268231254,0.0,Stage 1,0.0,0.0,0.0
329511,6400.0,6400.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.13692720916632423,0.5080514974184678,0.0,Stage 2,0.0,0.0,0.0
321575,9700.0,6700.0,36,C,major_purchase,0.0,0.0,Charged Off,1,0.23486538328024809,0.6538899271395493,0.0,Stage 2,0.0,0.0,0.0
268346,5000.0,5000.0,36,D,car,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.25878841133964486,0.5158004890561554,0.0,Stage 2,0.0,0.0,0.0
353189,7500.0,7500.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.14966910108502735,0.6361893254054203,0.0,Stage 2,0.0,0.0,0.0
259595,10000.0,10000.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.07618840339881706,0.5011046820460441,0.0,Stage 1,0.0,0.0,0.0
255150,25000.0,25000.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.12629210220596335,0.552960631403347,0.0,Stage 2,0.0,0.0,0.0
351273,2000.0,2000.0,36,B,medical,0.0,0.0,Fully Paid,0,0.142841107941994,0.5279472755944788,0.0,Stage 2,0.0,0.0,0.0
364974,6500.0,6500.0,36,A,small_business,0.0,0.0,Fully Paid,0,0.17021854950171153,0.5712174904434474,0.0,Stage 2,0.0,0.0,0.0
360185,14000.0,10225.0,36,B,educational,0.0,0.0,Fully Paid,0,0.10405482129259629,0.6351743939566724,0.0,Stage 2,0.0,0.0,0.0
237246,8000.0,8000.0,36,B,medical,0.0,0.0,Fully Paid,0,0.09669997154624048,0.548090004393179,0.0,Stage 1,0.0,0.0,0.0
295240,20000.0,20000.0,36,C,other,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.14013638948933138,0.5428095398528962,0.0,Stage 2,0.0,0.0,0.0
206839,2000.0,2000.0,36,A,other,0.0,0.0,Fully Paid,0,0.0560603497770549,0.5236179892088816,0.0,Stage 1,0.0,0.0,0.0
253987,3000.0,3000.0,36,C,car,0.0,0.0,Fully Paid,0,0.17789174116450654,0.6149702818562643,0.0,Stage 2,0.0,0.0,0.0
195715,4350.0,4350.0,36,G,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.04953213704246527,0.5483356197692286,0.0,Stage 1,0.0,0.0,0.0
202012,12750.0,12750.0,36,E,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.08983936526967569,0.4923300124967234,0.0,Stage 1,0.0,0.0,0.0
348997,7500.0,7500.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.11755563333924514,0.5670977323005076,0.0,Stage 2,0.0,0.0,0.0
267477,8000.0,8000.0,36,B,home_improvement,0.0,0.0,Fully Paid,0,0.04350559587940637,0.6075208744240023,0.0,Stage 1,0.0,0.0,0.0
356549,7000.0,6100.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.08622231178622508,0.533854674943728,0.0,Stage 1,0.0,0.0,0.0
69467,7100.0,7100.0,36,C,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.16711400271858742,0.5044941881702398,0.0,Stage 2,0.0,0.0,0.0
347320,5100.0,5100.0,36,E,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.22657580037365432,0.4904691975813121,0.0,Stage 2,0.0,0.0,0.0
277583,9000.0,9000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.1657322359476084,0.5269333913245069,0.0,Stage 2,0.0,0.0,0.0
348223,6500.0,6500.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.16912003764429917,0.4710117747665924,0.0,Stage 2,0.0,0.0,0.0
318320,12000.0,6000.0,36,D,credit_card,0.0,0.0,Fully Paid,0,0.2252413980178107,0.6426000032448962,0.0,Stage 2,0.0,0.0,0.0
203424,9325.0,9325.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.14395513118942532,0.534440227308496,0.0,Stage 2,0.0,0.0,0.0
368462,12250.0,12250.0,36,D,debt_consolidation,0.0,0.0,Charged Off,1,0.15136970121976265,0.4436859500858469,0.0,Stage 2,0.0,0.0,0.0
365171,2000.0,2000.0,36,C,other,0.0,0.0,Fully Paid,0,0.11245938723942259,0.4493317578900517,0.0,Stage 2,0.0,0.0,0.0
357873,5000.0,5000.0,36,B,debt_consolidation,0.0,0.0,Charged Off,1,0.1557963237684022,0.5480048633436594,0.0,Stage 2,0.0,0.0,0.0
363675,10000.0,10000.0,36,C,debt_consolidation,0.0,0.0,Fully Paid,0,0.16496528124824375,0.5150676498429497,0.0,Stage 2,0.0,0.0,0.0
351801,5000.0,5000.0,36,C,home_improvement,0.0,0.0,Charged Off,1,0.1425969944582884,0.5207091773021483,0.0,Stage 2,0.0,0.0,0.0
288342,500.0,500.0,36,A,educational,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.05034607098123046,0.4562122909010515,0.0,Stage 1,0.0,0.0,0.0
297256,6150.0,6150.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.12595701734738995,0.5539514949809994,0.0,Stage 2,0.0,0.0,0.0
352042,8800.0,8800.0,36,E,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.1046395780671245,0.5136998484340436,0.0,Stage 2,0.0,0.0,0.0
253227,750.0,750.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.12542583554849268,0.1822703042501875,0.0,Stage 2,0.0,0.0,0.0
347872,5000.0,5000.0,36,D,debt_consolidation,0.0,0.0,Fully Paid,0,0.1594353027774233,0.5297029444817958,0.0,Stage 2,0.0,0.0,0.0
179317,5875.0,5875.0,36,B,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.13963900615015973,0.5241682128135311,0.0,Stage 2,0.0,0.0,0.0
258603,15000.0,15000.0,36,D,debt_consolidation,0.0,0.0,Charged Off,1,0.12038813710163296,0.5156184517021526,0.0,Stage 2,0.0,0.0,0.0
249368,6825.0,6825.0,36,D,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.11320817733746538,0.5647539444962065,0.0,Stage 2,0.0,0.0,0.0
362934,6000.0,6000.0,36,B,medical,0.0,0.0,Fully Paid,0,0.11848883670139776,0.539372756524167,0.0,Stage 2,0.0,0.0,0.0
279283,12000.0,12000.0,36,D,major_purchase,0.0,0.0,Fully Paid,0,0.15710533855457018,0.6037697197278165,0.0,Stage 2,0.0,0.0,0.0
268855,15000.0,15000.0,36,B,house,0.0,0.0,Charged Off,1,0.0793725835457605,0.5481360324136545,0.0,Stage 1,0.0,0.0,0.0
368488,5500.0,5500.0,36,B,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.13877407363648794,0.5122472312248171,0.0,Stage 2,0.0,0.0,0.0
311430,7500.0,7500.0,36,C,debt_consolidation,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.14903165385776024,0.5609700752605324,0.0,Stage 2,0.0,0.0,0.0
332398,1800.0,1800.0,36,B,credit_card,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.06787033776671113,0.5330867114893839,0.0,Stage 1,0.0,0.0,0.0
211860,7500.0,7500.0,36,A,credit_card,0.0,0.0,Fully Paid,0,0.05293598777684579,0.5102786849866335,0.0,Stage 1,0.0,0.0,0.0
364853,20000.0,20000.0,36,C,small_business,0.0,0.0,Fully Paid,0,0.0656064117476347,0.835748855076887,0.0,Stage 1,0.0,0.0,0.0
349434,4550.0,4550.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.12970533612727658,0.5385091471778584,0.0,Stage 2,0.0,0.0,0.0
280356,5000.0,5000.0,36,B,other,0.0,0.0,Fully Paid,0,0.10988506956773389,0.5500338797205534,0.0,Stage 2,0.0,0.0,0.0
287491,15000.0,15000.0,36,E,debt_consolidation,0.0,0.0,Fully Paid,0,0.2902999922354218,0.5544628502479119,0.0,Stage 2,0.0,0.0,0.0
349298,6500.0,6500.0,36,D,credit_card,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.0944935842443143,0.5777299687096236,0.0,Stage 1,0.0,0.0,0.0
352346,15000.0,10100.0,36,B,debt_consolidation,0.0,0.0,Fully Paid,0,0.1286445396734093,0.4985242822088845,0.0,Stage 2,0.0,0.0,0.0
314413,7200.0,7200.0,36,B,credit_card,0.0,0.0,Fully Paid,0,0.12390074498697841,0.5123484274397472,0.0,Stage 2,0.0,0.0,0.0
355295,7500.0,7500.0,36,D,other,0.0,0.0,Does not meet the credit policy. Status:Charged Off,0,0.11792237938295723,0.4567940570711695,0.0,Stage 2,0.0,0.0,0.0
353191,7500.0,5700.0,36,C,credit_card,0.0,0.0,Fully Paid,0,0.1458062949452855,0.6095121373794249,0.0,Stage 2,0.0,0.0,0.0
348794,1925.0,1925.0,36,C,wedding,0.0,0.0,Fully Paid,0,0.12541106708151914,0.4647811497210039,0.0,Stage 2,0.0,0.0,0.0
347145,4000.0,4000.0,36,A,major_purchase,0.0,0.0,Does not meet the credit policy. Status:Fully Paid,0,0.07704181842486565,0.6615022173399523,0.0,Stage 1,0.0,0.0,0.0
